Index,"Region, development group, country or area of destination",Notes of destination,Location code of destination,Type of data of destination,"Region, development group, country or area of origin",Location code of origin,1990,1995,2000,2005,2010,2015,2020
8557,  Southern Asia,,5501,,   Liechtenstein,438,..,..,..,..,..,..,..
8558,  Southern Asia,,5501,,   Luxembourg,442,..,..,..,..,..,..,..
8559,  Southern Asia,,5501,,   Monaco,492,..,..,..,..,..,..,..
8560,  Southern Asia,,5501,,   Netherlands*,528,9,11,13,16,19,20,19
8561,  Southern Asia,,5501,,   Switzerland,756,119,152,180,245,408,430,442
8562,  Southern Asia,,5501,,   Anguilla*,660,..,..,..,..,..,..,..
8563,  Southern Asia,,5501,,   Antigua and Barbuda,28,..,..,..,..,..,..,..
8564,  Southern Asia,,5501,,   Aruba*,533,..,..,..,..,..,..,..
8565,  Southern Asia,,5501,,   Bahamas,44,..,..,..,..,..,..,..
8566,  Southern Asia,,5501,,   Barbados,52,..,..,..,..,..,..,..
8567,  Southern Asia,,5501,,"   Bonaire, Sint Eustatius and Saba*",535,..,..,..,..,..,..,..
8568,  Southern Asia,,5501,,   British Virgin Islands*,92,..,..,..,..,..,..,..
8569,  Southern Asia,,5501,,   Cayman Islands*,136,..,..,..,..,..,..,..
8570,  Southern Asia,,5501,,   Cuba,192,..,..,..,..,..,..,..
8571,  Southern Asia,,5501,,   Cura?ao*,531,..,..,..,..,..,..,..
8572,  Southern Asia,,5501,,   Dominica,212,..,..,..,..,..,..,..
8573,  Southern Asia,,5501,,   Dominican Republic,214,..,..,..,..,..,..,..
8574,  Southern Asia,,5501,,   Grenada,308,..,..,..,..,..,..,..
8575,  Southern Asia,,5501,,   Guadeloupe*,312,..,..,..,..,..,..,..
8576,  Southern Asia,,5501,,   Haiti,332,..,3,8,18,38,37,36
8577,  Southern Asia,,5501,,   Jamaica,388,..,..,..,..,..,..,..
8578,  Southern Asia,,5501,,   Martinique*,474,..,..,..,..,..,..,..
8579,  Southern Asia,,5501,,   Montserrat*,500,..,..,..,..,..,..,..
8580,  Southern Asia,,5501,,   Puerto Rico*,630,..,..,..,..,..,..,..
8581,  Southern Asia,,5501,,   Saint Barth?lemy*,652,..,..,..,..,..,..,..
8582,  Southern Asia,,5501,,   Saint Kitts and Nevis,659,..,..,..,..,..,..,..
8583,  Southern Asia,,5501,,   Saint Lucia,662,..,..,..,..,..,..,..
8584,  Southern Asia,,5501,,   Saint Martin (French part)*,663,..,..,..,..,..,..,..
8585,  Southern Asia,,5501,,   Saint Vincent and the Grenadines,670,..,..,..,..,..,..,..
8586,  Southern Asia,,5501,,   Sint Maarten (Dutch part)*,534,..,..,..,..,..,..,..
8587,  Southern Asia,,5501,,   Trinidad and Tobago,780,..,..,..,..,..,..,..
8588,  Southern Asia,,5501,,   Turks and Caicos Islands*,796,..,..,..,..,..,..,..
8589,  Southern Asia,,5501,,   United States Virgin Islands*,850,..,..,..,..,..,..,..
8590,  Southern Asia,,5501,,   Belize,84,..,..,..,..,..,..,..
8591,  Southern Asia,,5501,,   Costa Rica,188,..,..,..,..,..,..,..
8592,  Southern Asia,,5501,,   El Salvador,222,..,..,..,..,..,..,..
8593,  Southern Asia,,5501,,   Guatemala,320,..,..,..,..,..,..,..
8594,  Southern Asia,,5501,,   Honduras,340,..,..,..,..,..,..,..
8595,  Southern Asia,,5501,,   Mexico,484,..,..,..,..,..,..,..
8596,  Southern Asia,,5501,,   Nicaragua,558,..,..,..,..,..,..,..
8597,  Southern Asia,,5501,,   Panama,591,..,..,..,..,..,..,..
8598,  Southern Asia,,5501,,   Argentina,32,..,..,..,..,..,..,..
8599,  Southern Asia,,5501,,   Bolivia (Plurinational State of),68,..,..,..,..,..,..,..
8600,  Southern Asia,,5501,,   Brazil,76,552, 5 387, 10 221, 12 165, 14 083, 14 919, 14 628
8601,  Southern Asia,,5501,,   Chile,152,..,..,..,..,..,..,..
8602,  Southern Asia,,5501,,   Colombia,170,..,..,..,..,..,..,..
8603,  Southern Asia,,5501,,   Ecuador,218,..,..,..,..,..,..,..
8604,  Southern Asia,,5501,,   Falkland Islands (Malvinas)*,238,..,..,..,..,..,..,..
8605,  Southern Asia,,5501,,   French Guiana*,254,..,..,..,..,..,..,..
8606,  Southern Asia,,5501,,   Guyana,328,..,..,..,..,..,..,..
8607,  Southern Asia,,5501,,   Paraguay,600,..,..,..,..,..,..,..
8608,  Southern Asia,,5501,,   Peru,604,..,..,..,..,..,..,..
8609,  Southern Asia,,5501,,   Suriname,740,..,..,..,..,..,..,..
8610,  Southern Asia,,5501,,   Uruguay,858,..,..,..,..,..,..,..
8611,  Southern Asia,,5501,,   Venezuela (Bolivarian Republic of),862,..,..,..,..,..,..,..
8612,  Southern Asia,,5501,,   Bermuda*,60,..,..,..,..,..,..,..
8613,  Southern Asia,,5501,,   Canada,124, 6 505, 4 339, 2 171, 3 854, 5 245, 4 931, 4 644
8614,  Southern Asia,,5501,,   Greenland*,304,..,..,..,..,..,..,..
8615,  Southern Asia,,5501,,   Saint Pierre and Miquelon*,666,..,..,..,..,..,..,..
8616,  Southern Asia,,5501,,   United States of America*,840, 34 313, 34 756, 35 199, 60 819, 81 933, 81 934, 78 782
8617,  Southern Asia,,5501,,   Australia*,36, 3 216, 2 122, 1 027, 3 175, 4 957, 4 673, 4 418
8618,  Southern Asia,,5501,,   New Zealand*,554,18,34,52,86,148,152,152
8619,  Southern Asia,,5501,,   Fiji,242, 2 385, 1 298,210,598,895,833,779
8620,  Southern Asia,,5501,,   New Caledonia*,540,..,..,..,..,..,..,..
8621,  Southern Asia,,5501,,   Papua New Guinea,598,..,..,..,..,..,..,..
8622,  Southern Asia,,5501,,   Solomon Islands,90,..,..,..,..,..,..,..
8623,  Southern Asia,,5501,,   Vanuatu,548,..,..,..,..,..,..,..
8624,  Southern Asia,,5501,,   Guam*,316,..,..,..,..,..,..,..
8625,  Southern Asia,,5501,,   Kiribati,296,..,..,..,..,..,..,..
8626,  Southern Asia,,5501,,   Marshall Islands,584,..,..,..,..,..,..,..
8627,  Southern Asia,,5501,,   Micronesia (Fed. States of),583,..,..,..,..,..,..,..
8628,  Southern Asia,,5501,,   Nauru,520,..,..,..,..,..,..,..
8629,  Southern Asia,,5501,,   Northern Mariana Islands*,580,..,..,..,..,..,..,..
8630,  Southern Asia,,5501,,   Palau,585,..,..,..,..,..,..,..
8631,  Southern Asia,,5501,,   American Samoa*,16,..,..,..,..,..,..,..
8632,  Southern Asia,,5501,,   Cook Islands*,184,..,..,..,..,..,..,..
8633,  Southern Asia,,5501,,   French Polynesia*,258,..,..,..,..,..,..,..
8634,  Southern Asia,,5501,,   Niue*,570,..,..,..,..,..,..,..
8635,  Southern Asia,,5501,,   Samoa,882,..,..,..,..,..,..,..
8636,  Southern Asia,,5501,,   Tokelau*,772,..,..,..,..,..,..,..
8637,  Southern Asia,,5501,,   Tonga,776,..,..,..,..,..,..,..
8638,  Southern Asia,,5501,,   Tuvalu,798,..,..,..,..,..,..,..
8639,  Southern Asia,,5501,,   Wallis and Futuna Islands*,876,..,..,..,..,..,..,..
8640,   Afghanistan,,4,B R,WORLD,900, 57 686, 71 522, 75 917, 87 314, 102 276, 339 432, 144 098
8641,   Afghanistan,,4,B R,  Sub-Saharan Africa,947,..,..,..,..,..,..,..
8642,   Afghanistan,,4,B R,  Northern Africa and Western Asia,1833,..,..,..,..,..,..,..
8643,   Afghanistan,,4,B R,  Central and Southern Asia,921, 50 671, 55 794, 60 918, 67 045, 73 174, 284 151, 107 141
8644,   Afghanistan,,4,B R,  Eastern and South-Eastern Asia,1832,..,..,..,..,..,..,..
8645,   Afghanistan,,4,B R,  Latin America and the Caribbean,1830,..,..,..,..,..,..,..
8646,   Afghanistan,,4,B R,  Oceania (excluding Australia and New Zealand),1835,..,..,..,..,..,..,..
8647,   Afghanistan,,4,B R,  Australia and New Zealand,927,..,..,..,..,..,..,..
8648,   Afghanistan,,4,B R,  Europe and Northern America,1829,..,..,..,..,..,..,..
8649,   Afghanistan,,4,B R,  Developed regions,901,..,..,..,..,..,..,..
8650,   Afghanistan,,4,B R,  Less developed regions,902, 50 671, 55 794, 60 918, 67 045, 73 174, 284 151, 107 141
8651,   Afghanistan,,4,B R," Less developed regions, excluding least developed countries",934, 50 671, 55 794, 60 918, 67 045, 73 174, 284 151, 107 141
8652,   Afghanistan,,4,B R," Less developed regions, excluding China",948, 50 671, 55 794, 60 918, 67 045, 73 174, 284 151, 107 141
8653,   Afghanistan,,4,B R,  Least developed countries,941,..,..,..,..,..,..,..
8654,   Afghanistan,,4,B R,  Land-locked Developing Countries (LLDC),1636, 42 564, 38 569, 34 575, 29 882, 25 190, 15 782, 4 641
8655,   Afghanistan,,4,B R,  Small island developing States (SIDS),1637,..,..,..,..,..,..,..
8656,   Afghanistan,,4,B R,  High-income countries,1503,..,..,..,..,..,..,..
8657,   Afghanistan,,4,B R,  Middle-income countries,1517, 10 134, 19 061, 27 989, 38 585, 49 183, 269 120, 102 719
8658,   Afghanistan,,4,B R, Upper-middle-income countries,1502,..,..,..,..,..,..,..
8659,   Afghanistan,,4,B R, Lower-middle-income countries,1501, 10 134, 19 061, 27 989, 38 585, 49 183, 269 120, 102 719
8660,   Afghanistan,,4,B R,  Low-income countries,1500, 40 537, 36 733, 32 929, 28 460, 23 991, 15 031, 4 422
8661,   Afghanistan,,4,B R, AFRICA,903,..,..,..,..,..,..,..
8662,   Afghanistan,,4,B R,  Eastern Africa,910,..,..,..,..,..,..,..
8663,   Afghanistan,,4,B R,  Middle Africa,911,..,..,..,..,..,..,..
8664,   Afghanistan,,4,B R,  Northern Africa,912,..,..,..,..,..,..,..
8665,   Afghanistan,,4,B R,  Southern Africa,913,..,..,..,..,..,..,..
8666,   Afghanistan,,4,B R,  Western Africa,914,..,..,..,..,..,..,..
8667,   Afghanistan,,4,B R, ASIA,935, 50 671, 55 794, 60 918, 67 045, 73 174, 284 151, 107 141
8668,   Afghanistan,,4,B R,  Central Asia,5500, 42 564, 38 569, 34 575, 29 882, 25 190, 15 782, 4 641
8669,   Afghanistan,,4,B R,  Eastern Asia,906,..,..,..,..,..,..,..
8670,   Afghanistan,,4,B R,  South-Eastern Asia,920,..,..,..,..,..,..,..
8671,   Afghanistan,,4,B R,  Southern Asia,5501, 8 107, 17 225, 26 343, 37 163, 47 984, 268 369, 102 500
8672,   Afghanistan,,4,B R,  Western Asia,922,..,..,..,..,..,..,..
8673,   Afghanistan,,4,B R, EUROPE,908,..,..,..,..,..,..,..
8674,   Afghanistan,,4,B R,  Eastern Europe,923,..,..,..,..,..,..,..
8675,   Afghanistan,,4,B R,  Northern Europe,924,..,..,..,..,..,..,..
8676,   Afghanistan,,4,B R,  Southern Europe,925,..,..,..,..,..,..,..
8677,   Afghanistan,,4,B R,  Western Europe,926,..,..,..,..,..,..,..
8678,   Afghanistan,,4,B R, LATIN AMERICA AND THE CARIBBEAN,904,..,..,..,..,..,..,..
8679,   Afghanistan,,4,B R,  Caribbean,915,..,..,..,..,..,..,..
8680,   Afghanistan,,4,B R,  Central America,916,..,..,..,..,..,..,..
8681,   Afghanistan,,4,B R,  South America,931,..,..,..,..,..,..,..
8682,   Afghanistan,,4,B R, NORTHERN AMERICA,905,..,..,..,..,..,..,..
8683,   Afghanistan,,4,B R, OCEANIA ,909,..,..,..,..,..,..,..
8684,   Afghanistan,,4,B R,  Australia and New Zealand,927,..,..,..,..,..,..,..
8685,   Afghanistan,,4,B R,  Melanesia,928,..,..,..,..,..,..,..
8686,   Afghanistan,,4,B R,  Micronesia,954,..,..,..,..,..,..,..
8687,   Afghanistan,,4,B R,  Polynesia*,957,..,..,..,..,..,..,..
8688,   Afghanistan,,4,B R,   Pakistan,586, 8 107, 17 225, 26 343, 37 163, 47 984, 268 369, 102 500
8689,   Afghanistan,,4,B R,   Tajikistan,762, 40 537, 36 733, 32 929, 28 460, 23 991, 15 031, 4 422
8690,   Afghanistan,,4,B R,   Uzbekistan,860, 2 027, 1 836, 1 646, 1 422, 1 199,751,219
8691,   Afghanistan,,4,B R,Other,2003, 7 015, 15 728, 14 999, 20 269, 29 102, 55 281, 36 957
8692,   Bangladesh,,50,B R,WORLD,900, 881 617, 934 735, 987 853,1 062 270,1 345 546,1 422 179,2 115 408
8693,   Bangladesh,,50,B R,  Sub-Saharan Africa,947,..,..,..,..,..,..,..
8694,   Bangladesh,,50,B R,  Northern Africa and Western Asia,1833,89, 10 375, 20 661, 24 592, 28 471, 30 160, 29 574
8695,   Bangladesh,,50,B R,  Central and Southern Asia,921, 23 009, 29 436, 35 862, 52 682, 65 609, 73 490, 72 063
8696,   Bangladesh,,50,B R,  Eastern and South-Eastern Asia,1832, 676 009, 702 118, 728 245, 726 777, 903 991, 925 776,1 582 489
8697,   Bangladesh,,50,B R,  Latin America and the Caribbean,1830,552, 5 387, 10 221, 12 165, 14 083, 14 919, 14 628
8698,   Bangladesh,,50,B R,  Oceania (excluding Australia and New Zealand),1835,..,..,..,..,..,..,..
8699,   Bangladesh,,50,B R,  Australia and New Zealand,927,..,..,..,..,..,..,..
8700,   Bangladesh,,50,B R,  Europe and Northern America,1829, 41 889, 53 163, 64 435, 76 566, 88 583, 93 789, 91 967
8701,   Bangladesh,,50,B R,  Developed regions,901, 50 931, 62 493, 74 053, 87 883, 101 624, 107 552, 105 461
8702,   Bangladesh,,50,B R,  Less developed regions,902, 690 617, 737 986, 785 371, 804 899, 999 113,1 030 582,1 685 260
8703,   Bangladesh,,50,B R," Less developed regions, excluding least developed countries",934, 383 450, 425 771, 468 088, 563 318, 629 028, 646 357, 633 827
8704,   Bangladesh,,50,B R," Less developed regions, excluding China",948, 550 454, 606 559, 662 680, 659 494, 838 861, 867 810,1 525 641
8705,   Bangladesh,,50,B R,  Least developed countries,941, 307 167, 312 215, 317 283, 241 581, 370 085, 384 225,1 051 433
8706,   Bangladesh,,50,B R,  Land-locked Developing Countries (LLDC),1636, 68 392, 70 916, 73 438, 96 873, 116 525, 127 214, 124 748
8707,   Bangladesh,,50,B R,  Small island developing States (SIDS),1637, 10 645, 19 438, 28 230, 32 908, 37 778, 39 743, 38 970
8708,   Bangladesh,,50,B R,  High-income countries,1503, 61 576, 81 931, 102 283, 120 791, 139 402, 147 295, 144 431
8709,   Bangladesh,,50,B R,  Middle-income countries,1517, 679 972, 718 548, 757 141, 771 991, 961 335, 990 839,1 646 290
8710,   Bangladesh,,50,B R, Upper-middle-income countries,1502, 319 378, 359 074, 398 767, 480 570, 533 119, 544 662, 534 109
8711,   Bangladesh,,50,B R, Lower-middle-income countries,1501, 360 594, 359 474, 358 374, 291 421, 428 216, 446 177,1 112 181
8712,   Bangladesh,,50,B R,  Low-income countries,1500,..,..,..,..,..,..,..
8713,   Bangladesh,,50,B R, AFRICA,903,..,..,..,..,..,..,..
8714,   Bangladesh,,50,B R,  Eastern Africa,910,..,..,..,..,..,..,..
8715,   Bangladesh,,50,B R,  Middle Africa,911,..,..,..,..,..,..,..
8716,   Bangladesh,,50,B R,  Northern Africa,912,..,..,..,..,..,..,..
8717,   Bangladesh,,50,B R,  Southern Africa,913,..,..,..,..,..,..,..
8718,   Bangladesh,,50,B R,  Western Africa,914,..,..,..,..,..,..,..
8719,   Bangladesh,,50,B R, ASIA,935, 699 107, 741 929, 784 768, 804 051, 998 071,1 029 426,1 684 126
8720,   Bangladesh,,50,B R,  Central Asia,5500,..,..,..,..,..,..,..
8721,   Bangladesh,,50,B R,  Eastern Asia,906, 149 205, 140 757, 132 309, 156 722, 173 293, 176 535, 173 113
8722,   Bangladesh,,50,B R,  South-Eastern Asia,920, 526 804, 561 361, 595 936, 570 055, 730 698, 749 241,1 409 376
8723,   Bangladesh,,50,B R,  Southern Asia,5501, 23 009, 29 436, 35 862, 52 682, 65 609, 73 490, 72 063
8724,   Bangladesh,,50,B R,  Western Asia,922,89, 10 375, 20 661, 24 592, 28 471, 30 160, 29 574
8725,   Bangladesh,,50,B R, EUROPE,908, 13 330, 23 078, 32 825, 39 006, 45 128, 47 781, 46 852
8726,   Bangladesh,,50,B R,  Eastern Europe,923,..,..,..,..,..,..,..
8727,   Bangladesh,,50,B R,  Northern Europe,924, 13 330, 23 078, 32 825, 39 006, 45 128, 47 781, 46 852
8728,   Bangladesh,,50,B R,  Southern Europe,925,..,..,..,..,..,..,..
8729,   Bangladesh,,50,B R,  Western Europe,926,..,..,..,..,..,..,..
8730,   Bangladesh,,50,B R, LATIN AMERICA AND THE CARIBBEAN,904,552, 5 387, 10 221, 12 165, 14 083, 14 919, 14 628
8731,   Bangladesh,,50,B R,  Caribbean,915,..,..,..,..,..,..,..
8732,   Bangladesh,,50,B R,  Central America,916,..,..,..,..,..,..,..
8733,   Bangladesh,,50,B R,  South America,931,552, 5 387, 10 221, 12 165, 14 083, 14 919, 14 628
8734,   Bangladesh,,50,B R, NORTHERN AMERICA,905, 28 559, 30 085, 31 610, 37 560, 43 455, 46 008, 45 115
8735,   Bangladesh,,50,B R, OCEANIA ,909,..,..,..,..,..,..,..
8736,   Bangladesh,,50,B R,  Australia and New Zealand,927,..,..,..,..,..,..,..
8737,   Bangladesh,,50,B R,  Melanesia,928,..,..,..,..,..,..,..
8738,   Bangladesh,,50,B R,  Micronesia,954,..,..,..,..,..,..,..
8739,   Bangladesh,,50,B R,  Polynesia*,957,..,..,..,..,..,..,..
8740,   Bangladesh,,50,B R,   Bahrain,48,89, 10 375, 20 661, 24 592, 28 471, 30 160, 29 574
8741,   Bangladesh,,50,B R,   Brazil,76,552, 5 387, 10 221, 12 165, 14 083, 14 919, 14 628
8742,   Bangladesh,,50,B R,   Myanmar,104, 225 851, 228 109, 230 390, 128 693, 235 019, 237 369, 907 426
8743,   Bangladesh,,50,B R,   Cambodia,116, 12 924, 13 190, 13 455, 16 015, 18 541, 19 642, 19 259
8744,   Bangladesh,,50,B R,   China*,156, 140 163, 131 427, 122 691, 145 405, 160 252, 162 772, 159 619
8745,   Bangladesh,,50,B R,   India,356, 13 339, 18 075, 22 811, 27 687, 32 301, 34 431, 33 762
8746,   Bangladesh,,50,B R,   Indonesia,360, 70 627, 84 052, 97 476, 123 383, 143 647, 152 862, 149 901
8747,   Bangladesh,,50,B R,   Japan,392, 9 042, 9 330, 9 618, 11 317, 13 041, 13 763, 13 494
8748,   Bangladesh,,50,B R,   Lao People's Democratic Republic,418, 58 722, 59 555, 60 387, 71 878, 83 217, 88 155, 86 447
8749,   Bangladesh,,50,B R,   Malaysia*,458, 92 533, 126 263, 159 993, 190 436, 204 878, 203 561, 199 618
8750,   Bangladesh,,50,B R,   Nepal,524, 9 670, 11 361, 13 051, 24 995, 33 308, 39 059, 38 301
8751,   Bangladesh,,50,B R,   Norway*,578, 4 240, 7 022, 9 804, 11 669, 13 509, 14 311, 14 032
8752,   Bangladesh,,50,B R,   Singapore,702, 10 556, 9 063, 7 569, 8 316, 9 307, 9 583, 9 396
8753,   Bangladesh,,50,B R,   Viet Nam,704, 40 088, 29 184, 18 280, 22 153, 25 830, 27 521, 26 986
8754,   Bangladesh,,50,B R,   Thailand,764, 15 503, 11 945, 8 386, 9 181, 10 259, 10 548, 10 343
8755,   Bangladesh,,50,B R,   United Kingdom*,826, 9 090, 16 056, 23 021, 27 337, 31 619, 33 470, 32 820
8756,   Bangladesh,,50,B R,   United States of America*,840, 28 559, 30 085, 31 610, 37 560, 43 455, 46 008, 45 115
8757,   Bangladesh,,50,B R,Other,2003, 140 069, 134 256, 128 429, 169 488, 244 809, 284 045, 324 687
8758,   Bhutan,,64,B,WORLD,900, 23 807, 27 972, 32 137, 40 279, 48 420, 51 106, 53 612
8759,   Bhutan,,64,B,  Sub-Saharan Africa,947,..,..,..,..,..,..,..
8760,   Bhutan,,64,B,  Northern Africa and Western Asia,1833,..,..,..,..,..,..,..
8761,   Bhutan,,64,B,  Central and Southern Asia,921, 21 224, 24 935, 28 647, 35 905, 43 162, 45 556, 47 832
8762,   Bhutan,,64,B,  Eastern and South-Eastern Asia,1832,557,655,754,944, 1 134, 1 198, 1 245
8763,   Bhutan,,64,B,  Latin America and the Caribbean,1830,..,..,..,..,..,..,..
8764,   Bhutan,,64,B,  Oceania (excluding Australia and New Zealand),1835,..,..,..,..,..,..,..
8765,   Bhutan,,64,B,  Australia and New Zealand,927,23,28,32,40,48,51,51
8766,   Bhutan,,64,B,  Europe and Northern America,1829,178,210,240,302,364,384,386
8767,   Bhutan,,64,B,  Developed regions,901,260,307,352,442,532,562,569
8768,   Bhutan,,64,B,  Less developed regions,902, 21 722, 25 521, 29 321, 36 749, 44 176, 46 627, 48 945
8769,   Bhutan,,64,B," Less developed regions, excluding least developed countries",934, 21 348, 25 082, 28 815, 36 116, 43 416, 45 824, 48 107
8770,   Bhutan,,64,B," Less developed regions, excluding China",948, 21 300, 25 025, 28 751, 36 035, 43 318, 45 721, 47 996
8771,   Bhutan,,64,B,  Least developed countries,941,374,439,506,633,760,803,838
8772,   Bhutan,,64,B,  Land-locked Developing Countries (LLDC),1636,334,392,451,565,679,717,751
8773,   Bhutan,,64,B,  Small island developing States (SIDS),1637,8,10,11,14,17,18,17
8774,   Bhutan,,64,B,  High-income countries,1503,283,335,384,482,580,613,619
8775,   Bhutan,,64,B,  Middle-income countries,1517, 21 699, 25 493, 29 289, 36 709, 44 128, 46 576, 48 895
8776,   Bhutan,,64,B, Upper-middle-income countries,1502,450,529,608,762,916,967, 1 011
8777,   Bhutan,,64,B, Lower-middle-income countries,1501, 21 249, 24 964, 28 681, 35 947, 43 212, 45 609, 47 884
8778,   Bhutan,,64,B,  Low-income countries,1500,..,..,..,..,..,..,..
8779,   Bhutan,,64,B, AFRICA,903,..,..,..,..,..,..,..
8780,   Bhutan,,64,B,  Eastern Africa,910,..,..,..,..,..,..,..
8781,   Bhutan,,64,B,  Middle Africa,911,..,..,..,..,..,..,..
8782,   Bhutan,,64,B,  Northern Africa,912,..,..,..,..,..,..,..
8783,   Bhutan,,64,B,  Southern Africa,913,..,..,..,..,..,..,..
8784,   Bhutan,,64,B,  Western Africa,914,..,..,..,..,..,..,..
8785,   Bhutan,,64,B, ASIA,935, 21 781, 25 590, 29 401, 36 849, 44 296, 46 754, 49 077
8786,   Bhutan,,64,B,  Central Asia,5500,..,..,..,..,..,..,..
8787,   Bhutan,,64,B,  Eastern Asia,906,496,583,671,840, 1 009, 1 066, 1 114
8788,   Bhutan,,64,B,  South-Eastern Asia,920,61,72,83,104,125,132,131
8789,   Bhutan,,64,B,  Southern Asia,5501, 21 224, 24 935, 28 647, 35 905, 43 162, 45 556, 47 832
8790,   Bhutan,,64,B,  Western Asia,922,..,..,..,..,..,..,..
8791,   Bhutan,,64,B, EUROPE,908,98,116,132,166,200,211,208
8792,   Bhutan,,64,B,  Eastern Europe,923,..,..,..,..,..,..,..
8793,   Bhutan,,64,B,  Northern Europe,924,46,53,60,76,92,97,96
8794,   Bhutan,,64,B,  Southern Europe,925,6,7,8,10,12,13,12
8795,   Bhutan,,64,B,  Western Europe,926,46,56,64,80,96,101,100
8796,   Bhutan,,64,B, LATIN AMERICA AND THE CARIBBEAN,904,..,..,..,..,..,..,..
8797,   Bhutan,,64,B,  Caribbean,915,..,..,..,..,..,..,..
8798,   Bhutan,,64,B,  Central America,916,..,..,..,..,..,..,..
8799,   Bhutan,,64,B,  South America,931,..,..,..,..,..,..,..
8800,   Bhutan,,64,B, NORTHERN AMERICA,905,80,94,108,136,164,173,178
8801,   Bhutan,,64,B, OCEANIA ,909,23,28,32,40,48,51,51
8802,   Bhutan,,64,B,  Australia and New Zealand,927,23,28,32,40,48,51,51
8803,   Bhutan,,64,B,  Melanesia,928,..,..,..,..,..,..,..
8804,   Bhutan,,64,B,  Micronesia,954,..,..,..,..,..,..,..
8805,   Bhutan,,64,B,  Polynesia*,957,..,..,..,..,..,..,..
8806,   Bhutan,,64,B,   Australia*,36,12,15,17,21,25,27,27
8807,   Bhutan,,64,B,   Bangladesh,50,24,28,33,41,49,52,53
8808,   Bhutan,,64,B,   Myanmar,104,16,19,22,27,32,34,34
